"Well"	"replno"	"smpltp"	"templvol"	"QtyID"	"WellType"	"Replicate"	"ThresholddRn"	"CtdRn"	"Quantitycopies"	"RSqdRn"	"SlopedRn"	"qpcrno"	"MONISprojectno"	"AssayID"	"spcabbr"	"plateno"	"qpcrrundate"	"Conc"	"Species"	"Sample_Name"	"Ct"	"MST_sample_number"	"Bemaerkn"	"conc_qubit_ng_uL"	"Dato.for.ekstraktion"	"dato_80C"	"Dato_for_indsml"	"Dato_inds"	"Dyb_lagd01"	"Dyb_Str_m"	"Ekstraktionsnummer"	"Elueringvolumen.AE.buffer.uL"	"Inst"	"lokalitet_vanda"	"Lok_omr01"	"lok_pos_lat"	"lok_pos_lon"	"max_Dyb"	"MST.nummer"	"MST.n_Dinds"	"MSTno_di"	"MST_STEXno"	"Navn_Inds"	"Noter2"	"skib"	"smplNoSTEX"	"Sub_Nmb_for_extraction"	"Temp_Inds"	"U_Pr_Nr"	"vandsoejllagd"	"Vwf_mL"	"wdt"	"smpl_day"	"smpl_mnt"	"smpl_yea"	"init_concentration"
"E05"	13	"MST2021-032"	"3uL"	"QtyorID"	"Unknown"	13	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-032"	0	"MST2021032"	"erudtagetmedNiskinvandhenter"	"3.28"	"2022-jan-11"	"2021-07-03"	"2021-06-23"	"2021-06-23"	NA	3	"MST-SX24"	400	"Nordjylland"	93920064	"KragskovRevSyd"	57.5407666666667	10.4687805555556	4	"MST2021032"	"MST2021032_2021-06-23"	"MST2021032::2021-06-23"	"MST2021032STEX24_11"	"SvendaageBendtsen"	NA	"Pingo"	"MST2021032STEX24_11"	"24_11"	15.7	"MST2021032"	"nej"	1400	FALSE	23	6	2021	NA
"E06"	13	"MST2021-032"	"3uL"	"QtyorID"	"Unknown"	13	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-032"	0	"MST2021032"	"erudtagetmedNiskinvandhenter"	"3.28"	"2022-jan-11"	"2021-07-03"	"2021-06-23"	"2021-06-23"	NA	3	"MST-SX24"	400	"Nordjylland"	93920064	"KragskovRevSyd"	57.5407666666667	10.4687805555556	4	"MST2021032"	"MST2021032_2021-06-23"	"MST2021032::2021-06-23"	"MST2021032STEX24_11"	"SvendaageBendtsen"	NA	"Pingo"	"MST2021032STEX24_11"	"24_11"	15.7	"MST2021032"	"nej"	1400	FALSE	23	6	2021	NA
"E07"	21	"MST2021-025"	"3uL"	"QtyorID"	"Unknown"	21	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-025"	0	"MST2021025"	"Datoforoverfoerseltil_80Cfryserenilaboratorieterikkedokumenteremenproevemersenestblevetoverfoertd15_06_2021ogmuligvisvedentidligeredato
"	"3.16"	"2022-jan-11"	"2021-06-15"	"2021-06-10"	"2021-06-10"	NA	28	"MST-SX24"	400	"Sjaelland"	99150002	"FranksRev"	55.0334833333333	15.5078333333333	39	"MST2021025"	"MST2021025_2021-06-10"	"MST2021025::2021-06-10"	"MST2021025STEX24_02"	"EmilGuddalLarsen"	NA	"Mergus"	"MST2021025STEX24_02"	"24_02"	16.8	"MST2021025"	"nej"	1750	TRUE	10	6	2021	NA
"E08"	21	"MST2021-025"	"3uL"	"QtyorID"	"Unknown"	21	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-025"	0	"MST2021025"	"Datoforoverfoerseltil_80Cfryserenilaboratorieterikkedokumenteremenproevemersenestblevetoverfoertd15_06_2021ogmuligvisvedentidligeredato
"	"3.16"	"2022-jan-11"	"2021-06-15"	"2021-06-10"	"2021-06-10"	NA	28	"MST-SX24"	400	"Sjaelland"	99150002	"FranksRev"	55.0334833333333	15.5078333333333	39	"MST2021025"	"MST2021025_2021-06-10"	"MST2021025::2021-06-10"	"MST2021025STEX24_02"	"EmilGuddalLarsen"	NA	"Mergus"	"MST2021025STEX24_02"	"24_02"	16.8	"MST2021025"	"nej"	1750	TRUE	10	6	2021	NA
"E09"	21	"MST2021-025"	"3uL"	"QtyorID"	"Unknown"	21	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-025"	0	"MST2021025"	"Datoforoverfoerseltil_80Cfryserenilaboratorieterikkedokumenteremenproevemersenestblevetoverfoertd15_06_2021ogmuligvisvedentidligeredato
"	"3.16"	"2022-jan-11"	"2021-06-15"	"2021-06-10"	"2021-06-10"	NA	28	"MST-SX24"	400	"Sjaelland"	99150002	"FranksRev"	55.0334833333333	15.5078333333333	39	"MST2021025"	"MST2021025_2021-06-10"	"MST2021025::2021-06-10"	"MST2021025STEX24_02"	"EmilGuddalLarsen"	NA	"Mergus"	"MST2021025STEX24_02"	"24_02"	16.8	"MST2021025"	"nej"	1750	TRUE	10	6	2021	NA
"E10"	29	"MST2021-088"	"3uL"	"QtyorID"	"Unknown"	29	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-088"	0	"MST2021088"	NA	"16.5"	"2022-feb-01"	"2021-05-21"	"2021-05-20"	"2021-05-20"	"75"	188	"MST-SX25"	400	"MSTFYN"	96700057	"KertemindeBugt"	55.4392166666667	10.8276944444444	198	"MST2021088"	"MST2021088_2021-05-20"	"MST2021088::2021-05-20"	"MST2021088STEX25_03"	"janeRobertsen"	NA	"Frigg"	"MST2021088STEX25_03"	"25_03"	73.7	"MST2021088"	"ja"	1600	FALSE	20	5	2021	NA
"E11"	29	"MST2021-088"	"3uL"	"QtyorID"	"Unknown"	29	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-088"	0	"MST2021088"	NA	"16.5"	"2022-feb-01"	"2021-05-21"	"2021-05-20"	"2021-05-20"	"75"	188	"MST-SX25"	400	"MSTFYN"	96700057	"KertemindeBugt"	55.4392166666667	10.8276944444444	198	"MST2021088"	"MST2021088_2021-05-20"	"MST2021088::2021-05-20"	"MST2021088STEX25_03"	"janeRobertsen"	NA	"Frigg"	"MST2021088STEX25_03"	"25_03"	73.7	"MST2021088"	"ja"	1600	FALSE	20	5	2021	NA
"E12"	29	"MST2021-088"	"3uL"	"QtyorID"	"Unknown"	29	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-088"	0	"MST2021088"	NA	"16.5"	"2022-feb-01"	"2021-05-21"	"2021-05-20"	"2021-05-20"	"75"	188	"MST-SX25"	400	"MSTFYN"	96700057	"KertemindeBugt"	55.4392166666667	10.8276944444444	198	"MST2021088"	"MST2021088_2021-05-20"	"MST2021088::2021-05-20"	"MST2021088STEX25_03"	"janeRobertsen"	NA	"Frigg"	"MST2021088STEX25_03"	"25_03"	73.7	"MST2021088"	"ja"	1600	FALSE	20	5	2021	NA
"F01"	6	"std3E0"	"3uL"	"QtyorID"	"Standard"	6	0.0579	"36.34"	"3.00e+000"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	3	"Cragig"	"std3E0"	36.34	"std3E0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
"F02"	6	"std3E0"	"3uL"	"QtyorID"	"Standard"	6	0.0579	"36.94"	"3.00e+000"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	3	"Cragig"	"std3E0"	36.94	"std3E0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
"F03"	6	"std3E0"	"3uL"	"QtyorID"	"Standard"	6	0.0579	"37.06"	"3.00e+000"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	3	"Cragig"	"std3E0"	37.06	"std3E0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
"F04"	14	"MST2021-040"	"3uL"	"QtyorID"	"Unknown"	14	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-040"	0	"MST2021040"	NA	"4.92"	"2021-dec-08"	"2021-09-22"	"2021-09-15"	"2021-09-15"	NA	95	"MST-SX22"	400	"MSToestjylland"	93420310	"Tr3Fornaes"	56.4437333333333	10.9524027777778	11	"MST2021040"	"MST2021040_2021-09-15"	"MST2021040::2021-09-15"	"MST2021040STEX22_09"	"JensDeding"	NA	"Havana"	"MST2021040STEX22_09"	"22_09"	15.7	"MST2021040"	"?"	1270	FALSE	15	9	2021	NA
"F05"	14	"MST2021-040"	"3uL"	"QtyorID"	"Unknown"	14	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-040"	0	"MST2021040"	NA	"4.92"	"2021-dec-08"	"2021-09-22"	"2021-09-15"	"2021-09-15"	NA	95	"MST-SX22"	400	"MSToestjylland"	93420310	"Tr3Fornaes"	56.4437333333333	10.9524027777778	11	"MST2021040"	"MST2021040_2021-09-15"	"MST2021040::2021-09-15"	"MST2021040STEX22_09"	"JensDeding"	NA	"Havana"	"MST2021040STEX22_09"	"22_09"	15.7	"MST2021040"	"?"	1270	FALSE	15	9	2021	NA
"F06"	14	"MST2021-040"	"3uL"	"QtyorID"	"Unknown"	14	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-040"	0	"MST2021040"	NA	"4.92"	"2021-dec-08"	"2021-09-22"	"2021-09-15"	"2021-09-15"	NA	95	"MST-SX22"	400	"MSToestjylland"	93420310	"Tr3Fornaes"	56.4437333333333	10.9524027777778	11	"MST2021040"	"MST2021040_2021-09-15"	"MST2021040::2021-09-15"	"MST2021040STEX22_09"	"JensDeding"	NA	"Havana"	"MST2021040STEX22_09"	"22_09"	15.7	"MST2021040"	"?"	1270	FALSE	15	9	2021	NA
"F07"	22	"NEKfeb2022"	"3uL"	"QtyorID"	"Unknown"	22	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"NEKfeb2022"	0	"NEKfeb2022"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F08"	22	"NEKfeb2022"	"3uL"	"QtyorID"	"Unknown"	22	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"NEKfeb2022"	0	"NEKfeb2022"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F09"	22	"NEKfeb2022"	"3uL"	"QtyorID"	"Unknown"	22	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"NEKfeb2022"	0	"NEKfeb2022"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F10"	30	"MST2021-062"	"3uL"	"QtyorID"	"Unknown"	30	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-062"	0	"MST2021062"	NA	"19"	"2022-feb-01"	"2021-05-21"	"2021-05-21"	"2021-05-21"	"12"	1	"MST-SX25"	400	"MSTFYN"	95600002	"95600002_FYN6300043"	54.9975833333333	10.1654166666667	361	"MST2021062"	"MST2021062_2021-05-21"	"MST2021062::2021-05-21"	"MST2021062STEX25_10"	"janeRobertsen"	NA	"Frigg"	"MST2021062STEX25_10"	"25_10"	112.2	"MST2021062"	"ja"	1400	FALSE	21	5	2021	NA
"F11"	30	"MST2021-062"	"3uL"	"QtyorID"	"Unknown"	30	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-062"	0	"MST2021062"	NA	"19"	"2022-feb-01"	"2021-05-21"	"2021-05-21"	"2021-05-21"	"12"	1	"MST-SX25"	400	"MSTFYN"	95600002	"95600002_FYN6300043"	54.9975833333333	10.1654166666667	361	"MST2021062"	"MST2021062_2021-05-21"	"MST2021062::2021-05-21"	"MST2021062STEX25_10"	"janeRobertsen"	NA	"Frigg"	"MST2021062STEX25_10"	"25_10"	112.2	"MST2021062"	"ja"	1400	FALSE	21	5	2021	NA
"F12"	30	"MST2021-062"	"3uL"	"QtyorID"	"Unknown"	30	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-062"	0	"MST2021062"	NA	"19"	"2022-feb-01"	"2021-05-21"	"2021-05-21"	"2021-05-21"	"12"	1	"MST-SX25"	400	"MSTFYN"	95600002	"95600002_FYN6300043"	54.9975833333333	10.1654166666667	361	"MST2021062"	"MST2021062_2021-05-21"	"MST2021062::2021-05-21"	"MST2021062STEX25_10"	"janeRobertsen"	NA	"Frigg"	"MST2021062STEX25_10"	"25_10"	112.2	"MST2021062"	"ja"	1400	FALSE	21	5	2021	NA
"G01"	7	"std3E-1"	"3uL"	"QtyorID"	"Standard"	7	0.0579	"38.60"	"3.00e-001"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0.3	"Cragig"	"std3E-1"	38.6	"std3E1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3
"G02"	7	"std3E-1"	"3uL"	"QtyorID"	"Standard"	7	0.0579	"39.89"	"3.00e-001"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0.3	"Cragig"	"std3E-1"	39.89	"std3E1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3
"G03"	7	"std3E-1"	"3uL"	"QtyorID"	"Standard"	7	0.0579	"39.33"	"3.00e-001"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0.3	"Cragig"	"std3E-1"	39.33	"std3E1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3
"G04"	15	"MST2021-081"	"3uL"	"QtyorID"	"Unknown"	15	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-081"	0	"MST2021081"	"RIB1510007"	"3.54"	"2021-nov-24"	"2021-09-21"	"2021-09-20"	"2021-09-20"	NA	1	"MST-SX21"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	63	"MST2021081"	"MST2021081_2021-09-20"	"MST2021081::2021-09-20"	"MST2021081STEX21_22"	"LasseoerstedJensen"	NA	"Haig"	"MST2021081STEX21_22"	"21_22"	16	"MST2021081"	"nej"	1300	FALSE	20	9	2021	NA
"G05"	15	"MST2021-081"	"3uL"	"QtyorID"	"Unknown"	15	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-081"	0	"MST2021081"	"RIB1510007"	"3.54"	"2021-nov-24"	"2021-09-21"	"2021-09-20"	"2021-09-20"	NA	1	"MST-SX21"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	63	"MST2021081"	"MST2021081_2021-09-20"	"MST2021081::2021-09-20"	"MST2021081STEX21_22"	"LasseoerstedJensen"	NA	"Haig"	"MST2021081STEX21_22"	"21_22"	16	"MST2021081"	"nej"	1300	FALSE	20	9	2021	NA
"G06"	15	"MST2021-081"	"3uL"	"QtyorID"	"Unknown"	15	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-081"	0	"MST2021081"	"RIB1510007"	"3.54"	"2021-nov-24"	"2021-09-21"	"2021-09-20"	"2021-09-20"	NA	1	"MST-SX21"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	63	"MST2021081"	"MST2021081_2021-09-20"	"MST2021081::2021-09-20"	"MST2021081STEX21_22"	"LasseoerstedJensen"	NA	"Haig"	"MST2021081STEX21_22"	"21_22"	16	"MST2021081"	"nej"	1300	FALSE	20	9	2021	NA
"G07"	23	"MST1028"	"3uL"	"QtyorID"	"Unknown"	23	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST1028"	0	"MST1028"	NA	"7.15"	"2022-jan-06"	"2021-03-26"	"2021-03-15"	"2021-03-15"	"17"	282	"MST-SX23"	400	"MSTSYD"	95700008	"FFSB0011"	54.8341666666667	9.81666666666667	292	"MST1028"	"MST1028_2021-03-15"	"MST1028::2021-03-15"	"MST1028STEX23_11"	"RasmusBillegrav"	NA	"LivII"	NA	"23_11"	27.8	"MST1028"	"ja"	1600	FALSE	15	3	2021	NA
"G08"	23	"MST1028"	"3uL"	"QtyorID"	"Unknown"	23	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST1028"	0	"MST1028"	NA	"7.15"	"2022-jan-06"	"2021-03-26"	"2021-03-15"	"2021-03-15"	"17"	282	"MST-SX23"	400	"MSTSYD"	95700008	"FFSB0011"	54.8341666666667	9.81666666666667	292	"MST1028"	"MST1028_2021-03-15"	"MST1028::2021-03-15"	"MST1028STEX23_11"	"RasmusBillegrav"	NA	"LivII"	NA	"23_11"	27.8	"MST1028"	"ja"	1600	FALSE	15	3	2021	NA
"G09"	23	"MST1028"	"3uL"	"QtyorID"	"Unknown"	23	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST1028"	0	"MST1028"	NA	"7.15"	"2022-jan-06"	"2021-03-26"	"2021-03-15"	"2021-03-15"	"17"	282	"MST-SX23"	400	"MSTSYD"	95700008	"FFSB0011"	54.8341666666667	9.81666666666667	292	"MST1028"	"MST1028_2021-03-15"	"MST1028::2021-03-15"	"MST1028STEX23_11"	"RasmusBillegrav"	NA	"LivII"	NA	"23_11"	27.8	"MST1028"	"ja"	1600	FALSE	15	3	2021	NA
"G10"	31	"MST2021-051"	"3uL"	"QtyorID"	"Unknown"	31	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-051"	0	"MST2021051"	NA	"22.5"	"2022-feb-01"	"2021-06-10"	"2021-06-04"	"2021-06-04"	NA	1	"MST-SX25"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.9543333333333	9.07075	7	"MST2021051"	"MST2021051_2021-06-04"	"MST2021051::2021-06-04"	"MST2021051STEX25_16"	"RasmusBillegrav"	NA	"Frigg"	"MST2021051STEX25_16"	"25_16"	150.8	"MST2021051"	"nej"	1700	FALSE	4	6	2021	NA
"G11"	31	"MST2021-051"	"3uL"	"QtyorID"	"Unknown"	31	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-051"	0	"MST2021051"	NA	"22.5"	"2022-feb-01"	"2021-06-10"	"2021-06-04"	"2021-06-04"	NA	1	"MST-SX25"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.9543333333333	9.07075	7	"MST2021051"	"MST2021051_2021-06-04"	"MST2021051::2021-06-04"	"MST2021051STEX25_16"	"RasmusBillegrav"	NA	"Frigg"	"MST2021051STEX25_16"	"25_16"	150.8	"MST2021051"	"nej"	1700	FALSE	4	6	2021	NA
"G12"	31	"MST2021-051"	"3uL"	"QtyorID"	"Unknown"	31	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-051"	0	"MST2021051"	NA	"22.5"	"2022-feb-01"	"2021-06-10"	"2021-06-04"	"2021-06-04"	NA	1	"MST-SX25"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.9543333333333	9.07075	7	"MST2021051"	"MST2021051_2021-06-04"	"MST2021051::2021-06-04"	"MST2021051STEX25_16"	"RasmusBillegrav"	NA	"Frigg"	"MST2021051STEX25_16"	"25_16"	150.8	"MST2021051"	"nej"	1700	FALSE	4	6	2021	NA
"H01"	8	"std3ENTC"	"3uL"	"QtyorID"	"NTC"	8	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"std3ENTC"	0	"std3ENTC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"H02"	8	"std3ENTC"	"3uL"	"QtyorID"	"NTC"	8	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"std3ENTC"	0	"std3ENTC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"H03"	8	"std3ENTC"	"3uL"	"QtyorID"	"NTC"	8	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"std3ENTC"	0	"std3ENTC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"H04"	16	"MST2021-044"	"3uL"	"QtyorID"	"Unknown"	16	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-044"	0	"MST2021044"	"RIB1510007"	"2.62"	"2021-dec-08"	"2021-05-20"	"2021-05-19"	"2021-05-19"	NA	1	"MST-SX22"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	55	"MST2021044"	"MST2021044_2021-05-19"	"MST2021044::2021-05-19"	"MST2021044STEX22_11"	"LasseoerstedJensen"	NA	"Haig"	"MST2021044STEX22_11"	"22_11"	11	"MST2021044"	"nej"	1200	FALSE	19	5	2021	NA
"H05"	16	"MST2021-044"	"3uL"	"QtyorID"	"Unknown"	16	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-044"	0	"MST2021044"	"RIB1510007"	"2.62"	"2021-dec-08"	"2021-05-20"	"2021-05-19"	"2021-05-19"	NA	1	"MST-SX22"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	55	"MST2021044"	"MST2021044_2021-05-19"	"MST2021044::2021-05-19"	"MST2021044STEX22_11"	"LasseoerstedJensen"	NA	"Haig"	"MST2021044STEX22_11"	"22_11"	11	"MST2021044"	"nej"	1200	FALSE	19	5	2021	NA
"H06"	16	"MST2021-044"	"3uL"	"QtyorID"	"Unknown"	16	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST2021-044"	0	"MST2021044"	"RIB1510007"	"2.62"	"2021-dec-08"	"2021-05-20"	"2021-05-19"	"2021-05-19"	NA	1	"MST-SX22"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	55	"MST2021044"	"MST2021044_2021-05-19"	"MST2021044::2021-05-19"	"MST2021044STEX22_11"	"LasseoerstedJensen"	NA	"Haig"	"MST2021044STEX22_11"	"22_11"	11	"MST2021044"	"nej"	1200	FALSE	19	5	2021	NA
"H07"	24	"MST1027"	"3uL"	"QtyorID"	"Unknown"	24	0.0579	"NoCt"	"NoCt"	0.995	-3.194	"qpcr946"	"MONIS6"	"AssID12"	"Cragig"	"plt01"	"qpcrrundate20220728"	0	"Cragig"	"MST1027"	0	"MST1027"	NA	"5.4"	"2022-feb-01"	"2021-03-26"	"2021-03-19"	"2021-03-19"	"95"	155	"MST-SX25"	400	"MSTFYN"	96510125	"Sydfynskeoehav_BF11"	55.0262	10.3685111111111	165	"MST1027"	"MST1027_2021-03-19"	"MST1027::2021-03-19"	"MST1027STEX25_15"	"RasmusBillegrav"	NA	"LivII"	NA	"25_15"	42	"MST1027"	"ja"	1500	FALSE	19	3	2021	NA
